family	group	width	height	cost_multiplier	stat_multiplier	mask	roles	functions
service/arena/pit	0	15	15	2	2	111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111/111111111111111	bbbbbbbbbbbbbbb/bpppppppppppppb/bpbbbbbbbbbbbpb/bpbbbbbbbbbbbpb/bpbbbbbbbbbbbpb/bpbbbpppppbbbpb/bpbbbpppppbbbpb/bpbbbpppppbbbpb/bpbbbpppppbbbpb/bpbbbpppppbbbpb/bpbbbbpppbbbbpb/bpbbbbpppbbbbpb/bpbbbbpppbbbbpb/bpppppppppppppb/bbbbbbrrrbbbbbb	ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp/ppppppppppppppp
service/arena/pit	0	18	13	2	2	111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111/111111111111111111	bbbbbbbbbbbbbbbbbb/bppppppppppppppppb/bpbbbbbbbbbbbbbbpb/bpbbbbbbbbbbbbbbpb/bpbbbbbbbbbbbbbbpb/bpbbbppppppppbbbpb/bpbbbppppppppbbbpb/bpbbbppppppppbbbpb/bpbbbbppbbppbbbbpb/bpbbbbppbbppbbbbpb/bpbbbbppbbppbbbbpb/bppppppppppppppppb/bbbbbbrrbbrrbbbbbb	pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp/pppppppppppppppppp
service/barber	0	2	3	1	1	11/11/11	bb/bx/bb	pp/pp/pp
service/barber	0	2	4	2	2	11/11/11/11	bb/bx/bx/bb	pp/pp/pp/pp
service/barber	0	2	5	3	3	11/11/11/11/11	bb/bx/bx/bx/bb	pp/pp/pp/pp/pp
service/barber	0	2	6	4	4	11/11/11/11/11/11	bb/bx/bx/bx/bx/bb	pp/pp/pp/pp/pp/pp
service/barber	0	2	7	5	5	11/11/11/11/11/11/11	bb/bx/bx/bx/bx/bx/bb	pp/pp/pp/pp/pp/pp/pp
service/barber	0	2	9	6	6	11/11/11/11/11/11/11/11/11	bb/bx/bx/bx/bb/bx/bx/bx/bb	pp/pp/pp/pp/pp/pp/pp/pp/pp
service/barber	0	2	11	8	8	11/11/11/11/11/11/11/11/11/11/11	bb/bx/bx/bx/bx/bb/bx/bx/bx/bx/bb	pp/pp/pp/pp/pp/pp/pp/pp/pp/pp/pp
service/barber	0	2	13	10	10	11/11/11/11/11/11/11/11/11/11/11/11/11	bb/bx/bx/bx/bx/bx/bb/bx/bx/bx/bx/bx/bb	pp/pp/pp/pp/pp/pp/pp/pp/pp/pp/pp/pp/pp
service/breeder	0	5	5	6	6	11111/11111/11111/11111/11111	bbbbb/xbbbx/xbbbx/xbbbx/bbbbb	ppppp/ppppp/ppppp/ppppp/ppppp
service/breeder	0	5	6	8	8	11111/11111/11111/11111/11111/11111	bbbbb/xbbbx/xbbbx/xbbbx/xbbbx/bbbbb	ppppp/ppppp/ppppp/ppppp/ppppp/ppppp
service/breeder	0	5	7	10	10	11111/11111/11111/11111/11111/11111/11111	bbbbb/xbbbx/xbbbx/xbbbx/xbbbx/xbbbx/bbbbb	ppppp/ppppp/ppppp/ppppp/ppppp/ppppp/ppppp
service/breeder	0	6	7	14	14	111111/111111/111111/111111/111111/111111/111111	bbbbbb/xbbbbx/xbbbbx/xbbbbx/xbbbbx/xbbbbx/bxxxxb	pppppp/pppppp/pppppp/pppppp/pppppp/pppppp/pppppp
service/breeder	1	1	1	1	1	1	b	p
service/breeder	1	2	2	4	4	11/11	bb/bb	pp/pp
service/food/canteen	0	3	2	1	1	111/111	bxb/bxb	pwp/pdp
service/food/canteen	0	4	2	2	2	1111/1111	bxxb/bxxb	pwwp/pddp
service/food/canteen	0	5	2	3	3	11111/11111	bxxxb/bxxxb	pwwwp/pdddp
service/food/canteen	0	6	2	4	4	111111/111111	bxxxxb/bxxxxb	pwwwwp/pddddp
service/food/canteen	0	7	2	5	5	1111111/1111111	bxxxxxb/bxxxxxb	pwwwwwp/pdddddp
service/food/canteen	1	3	2	1	1	111/111	bbb/pxp	ppp/pdp
service/food/canteen	1	4	2	2	2	1111/1111	bbbb/pxxp	pppp/pddp
service/food/canteen	1	5	2	3	3	11111/11111	bbbbb/pxxxp	ppppp/pdddp
service/food/canteen	1	6	2	4	4	111111/111111	bbbbbb/pxxxxp	pppppp/pddddp
service/food/canteen	1	7	2	5	5	1111111/1111111	bbbbbbb/pxxxxxp	ppppppp/pdddddp
service/food/canteen	1	8	2	6	6	11111111/11111111	bbbbbbbb/pxxxxxxp	pppppppp/pddddddp
service/food/canteen	1	9	2	7	7	111111111/111111111	bbbbbbbbb/pxxxxxxxp	ppppppppp/pdddddddp
service/food/canteen	1	3	4	2	2	111/111/111/111	pxp/bbb/bbb/pxp	pdp/ppp/ppp/pdp
service/food/canteen	1	4	4	4	4	1111/1111/1111/1111	pxxp/bbbb/bbbb/pxxp	pddp/pppp/pppp/pddp
service/food/canteen	1	5	4	6	6	11111/11111/11111/11111	pxxxp/bbbbb/bbbbb/pxxxp	pdddp/ppppp/ppppp/pdddp
service/food/canteen	1	6	4	8	8	111111/111111/111111/111111	pxxxxp/bbbbbb/bbbbbb/pxxxxp	pddddp/pppppp/pppppp/pddddp
service/food/canteen	1	7	4	10	10	1111111/1111111/1111111/1111111	pxxxxxp/bbbbbbb/bbbbbbb/pxxxxxp	pdddddp/ppppppp/ppppppp/pdddddp
service/food/canteen	1	8	4	12	12	11111111/11111111/11111111/11111111	pxxxxxxp/bbbbbbbb/bbbbbbbb/pxxxxxxp	pddddddp/pppppppp/pppppppp/pddddddp
service/food/eatery	0	5	2	4	4	11111/11111	bbbbb/ppppp	ddddp/ppppp
service/food/eatery	0	6	2	5	5	111111/111111	bbbbbb/pppppp	dddddp/pppppp
service/food/eatery	0	7	2	6	6	1111111/1111111	bbbbbbb/ppppppp	ddddddp/ppppppp
service/food/eatery	0	8	2	7	7	11111111/11111111	bbbbbbbb/pppppppp	dddddddp/pppppppp
service/food/eatery	0	4	4	6	6	1111/1111/1111/1111	pppp/bbbb/bbbb/pppp	pppp/pddd/dddp/pppp
service/food/eatery	0	5	4	8	8	11111/11111/11111/11111	ppppp/bbbbb/bbbbb/ppppp	ppppp/pdddd/ddddp/ppppp
service/food/eatery	0	6	4	10	10	111111/111111/111111/111111	pppppp/bbbbbb/bbbbbb/pppppp	pppppp/pddddd/dddddp/pppppp
service/food/eatery	0	7	4	12	12	1111111/1111111/1111111/1111111	ppppppp/bbbbbbb/bbbbbbb/ppppppp	ppppppp/pdddddd/ddddddp/ppppppp
service/food/eatery	0	8	4	14	14	11111111/11111111/11111111/11111111	pppppppp/bbbbbbbb/bbbbbbbb/pppppppp	pppppppp/pddddddd/dddddddp/pppppppp
service/food/tavern	0	3	2	1	1	111/111	xbx/pxp	ppp/ppp
service/food/tavern	0	4	2	2	2	1111/1111	xbbx/pxxp	pppp/pppp
service/food/tavern	0	5	2	3	3	11111/11111	xbbbx/pxxxp	ppppp/ppppp
service/food/tavern	0	6	2	4	4	111111/111111	xbbbbx/pxxxxp	pppppp/pppppp
service/food/tavern	0	7	2	5	5	1111111/1111111	xbbbbbx/pxxxxxp	ppppppp/ppppppp
service/food/tavern	0	8	2	6	6	11111111/11111111	xbbbbbbx/pxxxxxxp	pppppppp/pppppppp
service/food/tavern	0	9	2	7	7	111111111/111111111	xbbbbbbbx/pxxxxxxxp	ppppppppp/ppppppppp
service/food/tavern	0	10	2	8	8	1111111111/1111111111	xbbbbbbbbx/pxxxxxxxxp	pppppppppp/pppppppppp
service/food/tavern	0	3	4	2	2	111/111/111/111	pxp/xbx/xbx/pxp	ppp/ppp/ppp/ppp
service/food/tavern	0	4	4	4	4	1111/1111/1111/1111	pxxp/xbbx/xbbx/pxxp	pppp/pppp/pppp/pppp
service/food/tavern	0	5	4	6	6	11111/11111/11111/11111	pxxxp/xbbbx/xbbbx/pxxxp	ppppp/ppppp/ppppp/ppppp
service/food/tavern	0	6	4	8	8	111111/111111/111111/111111	pxxxxp/xbbbbx/xbbbbx/pxxxxp	pppppp/pppppp/pppppp/pppppp
service/food/tavern	0	7	4	10	10	1111111/1111111/1111111/1111111	pxxxxxp/xbbbbbx/xbbbbbx/pxxxxxp	ppppppp/ppppppp/ppppppp/ppppppp
service/food/tavern	0	8	4	12	12	11111111/11111111/11111111/11111111	pxxxxxxp/xbbbbbbx/xbbbbbbx/pxxxxxxp	pppppppp/pppppppp/pppppppp/pppppppp
service/food/tavern	0	9	4	14	14	111111111/111111111/111111111/111111111	pxxxxxxxp/xbbbbbbbx/xbbbbbbbx/pxxxxxxxp	ppppppppp/ppppppppp/ppppppppp/ppppppppp
service/food/tavern	0	10	4	16	16	1111111111/1111111111/1111111111/1111111111	pxxxxxxxxp/xbbbbbbbbx/xbbbbbbbbx/pxxxxxxxxp	pppppppppp/pppppppppp/pppppppppp/pppppppppp
service/food/tavern	1	1	1	1	1	1	b	p
service/food/tavern	1	2	1	2	2	11	bb	pp
service/food/tavern	1	3	1	3	3	111	bxb	ppp
service/food/tavern	1	4	1	4	4	1111	bbbb	pppp
service/food/tavern	1	5	1	5	5	11111	bbbbb	ppppp
service/food/tavern	1	6	1	6	6	111111	bbbbbx	pppppp
service/food/tavern	1	7	1	7	7	1111111	bbbbbbb	ppppppp
service/food/tavern	1	2	2	4	4	11/11	bb/bb	pp/pp
service/food/tavern	1	3	2	6	6	111/111	bbb/bbb	ppp/ppp
service/food/tavern	1	4	2	8	8	1111/1111	bbbb/bbbb	pppp/pppp
service/food/tavern	1	5	2	10	10	11111/11111	bbbbb/bbbbb	ppppp/ppppp
service/food/tavern	1	6	2	12	12	111111/111111	bbbbbb/bbbbbb	pppppp/pppppp
service/food/tavern	1	7	2	14	14	1111111/1111111	bbbbbbb/bbbbbbb	ppppppp/ppppppp
service/hearth	0	5	3	6	6	11111/11111/11111	pbpbp/pbbbp/pbpbp	pdpdp/pdddp/pdpdp
service/hearth	0	5	5	10	10	11111/11111/11111/11111/11111	pbpbp/pbpbp/pbbbp/pbpbp/pbpbp	pdpdp/pdpdp/pdddp/pdpdp/pdpdp
service/hearth	0	5	7	14	14	11111/11111/11111/11111/11111/11111/11111	pbpbp/pbpbp/pbbbp/pbbbp/pbbbp/pbpbp/pbpbp	pdpdp/pdpdp/pdpdp/pdddp/pdpdp/pdpdp/pdpdp
service/hearth	0	7	7	28	28	1111111/1111111/1111111/1111111/1111111/1111111/1111111	pbbpbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbpbbp	pddpddp/pddpddp/pdddddp/pddpddp/pdddddp/pddpddp/pddpddp
service/hygine/bath	0	3	3	2	2	111/111/111	xbb/xbb/bxb	ddd/ddd/pdp
service/hygine/bath	0	3	4	3	3	111/111/111/111	xbb/xbb/bbb/bxb	ddd/ddd/pdd/pdp
service/hygine/bath	0	3	5	4	4	111/111/111/111/111	bbb/xbb/xbb/bbb/bxb	pdd/ddd/ddd/pdd/pdp
service/hygine/bath	0	3	6	5	5	111/111/111/111/111/111	bbb/bbb/xbb/xbb/bbb/bxb	pdd/pdd/ddd/ddd/pdd/pdp
service/hygine/bath	0	4	3	3	3	1111/1111/1111	xbbb/xbbb/bxbb	dddd/dddd/pdpp
service/hygine/bath	0	4	4	4.5	4.5	1111/1111/1111/1111	xbbb/xbbb/bbbb/bxbb	dddd/dddd/pddd/pdpp
service/hygine/bath	0	4	5	6	6	1111/1111/1111/1111/1111	bbbb/bbbb/xbbb/xbbb/bbxb	pddd/pddd/dddd/dddd/ppdp
service/hygine/bath	0	4	6	7.5	7.5	1111/1111/1111/1111/1111/1111	bbbb/bbbb/bbbb/xbbb/xbbb/bbxb	pddd/pddd/pddd/dddd/dddd/ppdp
service/hygine/bath	0	5	4	6	6	11111/11111/11111/11111	bbbbb/bbbbb/bbbbb/bxbxx	pdddd/pdddd/pdddd/pdpdd
service/hygine/bath	0	5	5	8	8	11111/11111/11111/11111/11111	bbbbb/bbbbb/bbbbb/bbbbb/bxbxx	pdddd/pdddd/pdddd/pdddd/pdpdd
service/hygine/bath	0	5	6	10	10	11111/11111/11111/11111/11111/11111	bbbbb/xbbbb/bbbbb/bbbbb/bbbbb/bxxbb	pdddd/ddddd/pdddd/pdddd/pdddd/pddpp
service/hygine/bath	1	2	2	1	1	11/11	xb/bp	dp/dp
service/hygine/bath	1	3	2	2	2	111/111	xbx/bpb	dpd/dpd
service/hygine/bath	1	4	2	3	3	1111/1111	xbxx/bpbb	dpdd/dpdd
service/hygine/bath	1	5	2	4	4	11111/11111	xxbxx/bbpbb	ddpdd/ddpdd
service/hygine/well	0	3	3	3	1	111/111/111	ppp/pbp/ppp	pdp/dpd/pdp
service/hygine/well	0	4	4	5	2	1111/1111/1111/1111	pppp/pbbp/pbbp/pppp	pddp/dppd/dppd/pddp
service/hygine/well	0	5	5	6	3	11111/11111/11111/11111/11111	ppppp/pbbbp/pbbbp/pbbbp/ppppp	pdddp/dpppd/dpppd/dpppd/pdddp
service/lavatory	0	3	2	3	3	111/111	bbb/xxx	ppp/ddd
service/lavatory	0	4	2	4	4	1111/1111	bbbb/xxxx	pppp/dddd
service/lavatory	0	5	2	5	5	11111/11111	bbbbb/xxxxx	ppppp/ddddd
service/lavatory	0	6	2	6	6	111111/111111	bbbbbb/xxxxxx	pppppp/dddddd
service/lavatory	0	7	2	7	7	1111111/1111111	bbbbbbb/xxxxxxx	ppppppp/ddddddd
service/lavatory	0	3	3	6	6	111/111/111	xxx/bbb/xxx	ddd/ppp/ddd
service/lavatory	0	4	3	8	8	1111/1111/1111	xxxx/bbbb/xxxx	dddd/pppp/dddd
service/lavatory	0	5	3	10	10	11111/11111/11111	xxxxx/bbbbb/xxxxx	ddddd/ppppp/ddddd
service/lavatory	0	6	3	12	12	111111/111111/111111	xxxxxx/bbbbbb/xxxxxx	dddddd/pppppp/dddddd
service/lavatory	0	7	3	14	14	1111111/1111111/1111111	xxxxxxx/bbbbbbb/xxxxxxx	ddddddd/ppppppp/ddddddd
service/lavatory	1	2	1	1	1	11	xb	dp
service/lavatory	1	3	1	2	2	111	xbx	dpd
service/lavatory	1	4	1	3	3	1111	xxbx	ddpd
service/lavatory	1	5	1	4	4	11111	xxbxx	ddpdd
service/lavatory	1	2	2	3	3	11/11	xb/xx	dp/dd
service/lavatory	1	3	2	5	5	111/111	xbx/xbx	dpd/dpd
service/lavatory	1	4	2	7	7	1111/1111	xxbx/xxbx	ddpd/ddpd
service/lavatory	1	5	2	9	9	11111/11111	xxbxx/xxbxx	ddpdd/ddpdd
service/market	0	5	2	4	4	11111/11111	bbbbb/ppppp	ddddp/ppppp
service/market	0	6	2	5	5	111111/111111	bbbbbb/pppppp	dddddp/pppppp
service/market	0	7	2	6	6	1111111/1111111	bbbbbbb/ppppppp	ddddddp/ppppppp
service/market	0	8	2	7	7	11111111/11111111	bbbbbbbb/pppppppp	dddddddp/pppppppp
service/market	0	4	4	6	6	1111/1111/1111/1111	pppp/bbbb/bbbb/pppp	pppp/pddd/dddp/pppp
service/market	0	5	4	8	8	11111/11111/11111/11111	ppppp/bbbbb/bbbbb/ppppp	ppppp/pdddd/ddddp/ppppp
service/market	0	6	4	10	10	111111/111111/111111/111111	pppppp/bbbbbb/bbbbbb/pppppp	pppppp/pddddd/dddddp/pppppp
service/market	0	7	4	12	12	1111111/1111111/1111111/1111111	ppppppp/bbbbbbb/bbbbbbb/ppppppp	ppppppp/pdddddd/ddddddp/ppppppp
service/market	0	8	4	14	14	11111111/11111111/11111111/11111111	pppppppp/bbbbbbbb/bbbbbbbb/pppppppp	pppppppp/pddddddd/dddddddp/pppppppp
service/nursery	0	3	1	1	1	111	xbx	ppp
service/nursery	0	3	2	2	2	111/111	xbx/xbx	ppp/ppp
service/nursery	0	3	3	3	3	111/111/111	xbx/xbx/xbx	ppp/ppp/ppp
service/nursery	0	3	4	4	4	111/111/111/111	xbx/xbx/xbx/xbx	ppp/ppp/ppp/ppp
service/nursery	0	3	5	5	5	111/111/111/111/111	xbx/xbx/xbx/xbx/xbx	ppp/ppp/ppp/ppp/ppp
service/nursery	0	3	6	6	6	111/111/111/111/111/111	xbx/xbx/xbx/xbx/xbx/xbx	ppp/ppp/ppp/ppp/ppp/ppp
service/nursery	0	3	7	7	7	111/111/111/111/111/111/111	xbx/xbx/xbx/xbx/xbx/xbx/xbx	ppp/ppp/ppp/ppp/ppp/ppp/ppp
service/nursery	0	3	8	8	8	111/111/111/111/111/111/111/111	xbx/xbx/xbx/xbx/xbx/xbx/xbx/xbx	ppp/ppp/ppp/ppp/ppp/ppp/ppp/ppp
service/nursery	1	1	1	2	2	1	b	p
service/nursery	1	2	1	4	4	11	bb	pp
service/nursery	1	3	1	6	6	111	bbb	ppp
service/nursery	1	4	1	8	8	1111	bbbb	pppp
service/nursery	1	5	1	10	10	11111	bbbbb	ppppp
service/pleasure	0	3	3	1	1	111/111/111	bbb/bpb/brb	ddd/ddd/ddd
service/pleasure	0	6	3	2	2	111111/111111/111111	bbbbbb/bpbbpb/brbbrb	dddddd/dddddd/dddddd
service/pleasure	0	9	3	3	3	111111111/111111111/111111111	bbbbbbbbb/bpbbpbbpb/brbbrbbrb	ddddddddd/ddddddddd/ddddddddd
service/pleasure	0	12	3	4	4	111111111111/111111111111/111111111111	bbbbbbbbbbbb/bpbbpbbpbbpb/brbbrbbrbbrb	dddddddddddd/dddddddddddd/dddddddddddd
service/pleasure	1	1	1	1	1	1	b	p
service/pleasure	1	2	1	2	2	11	bb	pp
service/pleasure	1	3	1	3	3	111	bbb	ppp
service/pleasure	1	4	1	4	4	1111	bbbb	pppp
service/pleasure	1	5	1	5	5	11111	bbbbb	ppppp
service/pleasure	1	6	1	6	6	111111	bbbbbb	pppppp
service/pleasure	1	7	1	7	7	1111111	bbbbbbb	ppppppp
service/pleasure	1	8	1	8	8	11111111	bbbbbbbb	pppppppp
service/speaker	0	3	3	1	1	111/111/111	ppp/pbp/ppp	ppp/ppp/ppp
service/stage	0	9	9	1	1	111111111/111111111/111111111/111111111/111111111/111111111/111111111/111111111/111111111	bpppppppb/ppppppppp/ppbbbbbpp/ppbbbbbpp/ppbbbbbpp/ppbbbbbpp/ppbbbbbpp/ppppppppp/bpppppppb	ppppppppp/ppppppppp/ppppppppp/ppppppppp/ppppppppp/ppppppppp/ppppppppp/ppppppppp/ppppppppp
service/stage	0	8	10	1	1	11111111/11111111/11111111/11111111/11111111/11111111/11111111/11111111/11111111/11111111	bppppppb/pppppppp/ppbbbbpp/ppbbbbpp/ppbbbbpp/ppbbbbpp/ppbbbbpp/ppbbbbpp/pppppppp/bppppppb	pppppppp/pppppppp/pppppppp/pppppppp/pppppppp/pppppppp/pppppppp/pppppppp/pppppppp/pppppppp
service/stage	0	7	14	1	1	1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111	bpppppb/ppppppp/ppbbbpp/ppbbbpp/ppbbbpp/ppbbbpp/ppbbbpp/ppbbbpp/ppbbbpp/ppbbbpp/ppbbbpp/ppbbbpp/ppppppp/bpppppb	ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp/ppppppp
spirit/grave/cgraveyard	0	1	3	1	1	1/1/1	b/b/x	p/d/d
spirit/grave/cgraveyard	0	2	3	2	2	11/11/11	bb/bb/xx	pp/dd/dd
spirit/grave/cgraveyard	0	3	3	3	3	111/111/111	bbb/bbb/xxx	ppp/ddd/ddd
spirit/grave/cgraveyard	0	4	3	4	4	1111/1111/1111	bbbb/bbbb/xxxx	pppp/dddd/dddd
spirit/grave/cgraveyard	0	5	3	5	5	11111/11111/11111	bbbbb/bbbbb/xxxxx	ppppp/ddddd/ddddd
spirit/grave/cgraveyard	0	6	3	6	6	111111/111111/111111	bbbbbb/bbbbbb/xxxxxx	pppppp/dddddd/dddddd
spirit/grave/cgraveyard	0	7	3	7	7	1111111/1111111/1111111	bbbbbbb/bbbbbbb/xxxxxxx	ppppppp/ddddddd/ddddddd
spirit/grave/cgraveyard	1	1	1	1	1	1	p	p
spirit/grave/cgraveyard	1	2	2	4	4	11/11	pp/pp	pp/pp
spirit/grave/cgraveyard	1	3	3	9	9	111/111/111	ppp/ppp/ppp	ppp/ppp/ppp
spirit/grave/ctomb	0	3	2	1	1	111/111	bbb/pxp	ppp/pdp
spirit/grave/ctomb	0	4	2	2	2	1111/1111	bbbb/pxxp	pppp/pddp
spirit/grave/ctomb	0	6	2	3	3	111111/111111	bbbbbb/pxxpxp	pppppp/pddpdp
spirit/grave/ctomb	0	7	2	4	4	1111111/1111111	bbbbbbb/pxxpxxb	ppppppp/pddpddp
spirit/grave/ctomb	0	9	2	5	5	111111111/111111111	bbbbbbbbb/pxxpxxpxp	ppppppppp/pddpddpdp
spirit/grave/ctomb	0	10	2	6	6	1111111111/1111111111	bbbbbbbbbb/pxxpxxpxxp	pppppppppp/pddpddpddp
spirit/grave/ctomb	1	1	1	1	1	1	b	p
spirit/grave/ctomb	1	2	2	4	4	11/11	bb/bb	pp/pp
spirit/grave/ctomb	1	3	3	9	9	111/111/111	bbb/bbb/bbb	ppp/ppp/ppp
spirit/temple	0	7	5	1	1	1111111/1111111/1111111/1111111/1111111	ppppppp/ppbbbpp/pbbbbbp/ppbbbpp/ppppppp	ppppppp/ppppppp/ppppppp/ppppppp/ppppppp
spirit/temple	0	9	5	1.8	1.8	111111111/111111111/111111111/111111111/111111111	ppppppppp/ppbbbbbpp/pbbbbbbbp/ppbbbbbpp/ppppppppp	ppppppppp/ppppppppp/ppppppppp/ppppppppp/ppppppppp
spirit/temple	0	11	5	2.2	2.2	11111111111/11111111111/11111111111/11111111111/11111111111	ppppppppppp/ppbbbbbbbpp/pbbbbbbbbbp/ppbbbbbbbpp/ppppppppppp	ppppppppppp/ppppppppppp/ppppppppppp/ppppppppppp/ppppppppppp
spirit/temple	1	2	1	2	2	11	bb	pp
spirit/temple	1	3	1	3	3	111	bbb	ppp
spirit/temple	1	4	1	4	4	1111	bbbb	pppp
spirit/temple	1	5	1	5	5	11111	bbbbb	ppppp
spirit/temple	1	7	1	7	7	1111111	bbbbbbb	ppppppp
spirit/temple	1	9	1	9	9	111111111	bbbbbbbbb	ppppppppp
spirit/temple	1	11	1	11	11	11111111111	bbbbbbbbbbb	ppppppppppp
spirit/temple	2	1	1	1	1	1	b	p
spirit/temple	3	2	2	1	1	11/11	pp/pp	pp/pp
water/canal	0	5	1	1	1	11111	ppppp	ppppp
water/drain	0	5	1	1	1	11111	ppppp	ppppp
water/pumpconstructor	0	7	5	1	1	1111111/1111111/1111111/1111111/1111111	pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp	pppdppp/pwpppwp/pwpppwp/pwpppwp/ppppppp
water/pumpconstructor	0	7	8	2	2	1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111	pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp	pppdppp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/ppppppp
water/pumpconstructor	0	7	11	3	3	1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111	pbbbbpp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp	pppdppp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/ppppppp
water/pumpconstructor	0	7	14	4	4	1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111/1111111	pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp/pbbbbbp	pppdppp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/pwpppwp/ppppppp
water/pool	0	5	1	1	1	11111	ppppp	ppppp
industry/workshop	0	2	1	2	2	11	bb	ps
industry/workshop	0	3	1	3	3	111	bbb	pss
industry/workshop	0	4	1	4	4	1111	bbbb	psss
industry/workshop	0	5	1	5	5	11111	bbbbb	pssss
industry/workshop	0	6	1	6	6	111111	bbbbbb	psssss
industry/workshop	0	7	1	7	7	1111111	bbbbbbb	pssssss
industry/workshop	0	8	1	8	8	11111111	bbbbbbbb	psssssss
industry/workshop	0	9	1	9	9	111111111	bbbbbbbbb	pssssssss
industry/workshop	0	10	1	10	10	1111111111	bbbbbbbbbb	psssssssss
industry/workshop	0	2	2	4	4	11/11	bb/bb	ps/ps
industry/workshop	0	3	2	6	6	111/111	bbb/bbb	pss/pss
industry/workshop	0	4	2	8	8	1111/1111	bbbb/bbbb	psss/psss
industry/workshop	0	5	2	10	10	11111/11111	bbbbb/bbbbb	pssss/pssss
industry/workshop	0	6	2	12	12	111111/111111	bbbbbb/bbbbbb	psssss/psssss
industry/workshop	0	7	2	14	14	1111111/1111111	bbbbbbb/bbbbbbb	pssssss/pssssss
industry/workshop	0	8	2	16	16	11111111/11111111	bbbbbbbb/bbbbbbbb	psssssss/psssssss
industry/workshop	0	9	2	18	18	111111111/111111111	bbbbbbbbb/bbbbbbbbb	pssssssss/pssssssss
industry/workshop	0	10	2	20	20	1111111111/1111111111	bbbbbbbbbb/bbbbbbbbbb	psssssssss/psssssssss
